,5p_length,5p_bulges,5p_bulges_len,5p_basepair,5p_basepair_len,3p_length,3p_bulges,3p_bulges_len,3p_basepair,3p_basepair_len
Mmu-Mir-10-P2b,22,6,0.2727272727272727,16,0.7272727272727273,22,5,0.22727272727272727,15,0.6818181818181818
Ocu-Mir-1251,21,5,0.23809523809523808,16,0.7619047619047619,21,6,0.2857142857142857,13,0.6190476190476191
Xla-Mir-30-P1b1,24,4,0.16666666666666666,20,0.8333333333333334,22,3,0.13636363636363635,17,0.7727272727272727
Cmi-Mir-142-P1-v4,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Xla-Mir-148-P4a,24,7,0.2916666666666667,17,0.7083333333333334,22,6,0.2727272727272727,14,0.6363636363636364
Cbr-Mir-190,24,2,0.08333333333333333,22,0.9166666666666666,22,1,0.045454545454545456,19,0.8636363636363636
Sha-Mir-148-P3,23,3,0.13043478260869565,20,0.8695652173913043,21,3,0.14285714285714285,16,0.7619047619047619
Aae-Mir-929-P1,21,3,0.14285714285714285,18,0.8571428571428571,21,3,0.14285714285714285,16,0.7619047619047619
Ocu-Mir-320,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Pbv-Mir-202,23,3,0.13043478260869565,20,0.8695652173913043,24,3,0.125,19,0.7916666666666666
Dno-Mir-342,27,9,0.3333333333333333,18,0.6666666666666666,25,6,0.24,17,0.68
Efe-Mir-193-P2c-v2,24,6,0.25,18,0.75,24,7,0.2916666666666667,15,0.625
Gga-Mir-190-P3,22,1,0.045454545454545456,21,0.9545454545454546,23,4,0.17391304347826086,17,0.7391304347826086
Lch-Mir-92-P2d,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Hsa-Mir-28-P2,22,3,0.13636363636363635,19,0.8636363636363636,21,1,0.047619047619047616,18,0.8571428571428571
Xbo-Novel-3,24,5,0.20833333333333334,19,0.7916666666666666,22,2,0.09090909090909091,18,0.8181818181818182
Xla-Mir-10-P1b4-v2,23,4,0.17391304347826086,19,0.8260869565217391,22,2,0.09090909090909091,18,0.8181818181818182
Hsa-Mir-1-P3,23,2,0.08695652173913043,21,0.9130434782608695,22,2,0.09090909090909091,18,0.8181818181818182
Tca-Mir-3-P4,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Ovu-Novel-87-v1,24,5,0.20833333333333334,19,0.7916666666666666,22,3,0.13636363636363635,17,0.7727272727272727
Bta-Mir-21,24,3,0.125,21,0.875,22,3,0.13636363636363635,17,0.7727272727272727
Mmu-Mir-34-P2b,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Mmu-Mir-362-P3,24,8,0.3333333333333333,16,0.6666666666666666,23,5,0.21739130434782608,16,0.6956521739130435
Lgi-Mir-124-P14,23,4,0.17391304347826086,19,0.8260869565217391,21,2,0.09523809523809523,17,0.8095238095238095
Dan-Mir-3-P2,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Pbv-Mir-30-P2b,24,5,0.20833333333333334,19,0.7916666666666666,22,3,0.13636363636363635,17,0.7727272727272727
Oan-Mir-1421-P29b,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Ocu-Mir-145,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Gja-Mir-551-P1,23,4,0.17391304347826086,19,0.8260869565217391,21,3,0.14285714285714285,16,0.7619047619047619
Pma-Mir-202-P6,23,6,0.2608695652173913,17,0.7391304347826086,23,4,0.17391304347826086,17,0.7391304347826086
Xtr-Mir-430-o5d2,21,3,0.14285714285714285,18,0.8571428571428571,23,5,0.21739130434782608,16,0.6956521739130435
Mal-Mir-203-P2-v2,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Cmi-Mir-4541,23,6,0.2608695652173913,17,0.7391304347826086,22,3,0.13636363636363635,17,0.7727272727272727
Tni-Mir-199-P3-v1,23,2,0.08695652173913043,21,0.9130434782608695,22,2,0.09090909090909091,18,0.8181818181818182
Npo-Mir-375,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Gmo-Mir-205-P4a,23,3,0.13043478260869565,20,0.8695652173913043,22,4,0.18181818181818182,16,0.7272727272727273
Mdo-Mir-135-P2,23,2,0.08695652173913043,21,0.9130434782608695,22,0,0.0,20,0.9090909090909091
Dre-Mir-194-P2a,23,6,0.2608695652173913,17,0.7391304347826086,22,2,0.09090909090909091,18,0.8181818181818182
Cmi-Mir-10-P1d-v2,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Dre-Mir-193-P2b2,23,5,0.21739130434782608,18,0.782608695652174,22,2,0.09090909090909091,18,0.8181818181818182
Lgi-Mir-29-P2,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Bge-Novel-8,21,3,0.14285714285714285,18,0.8571428571428571,22,3,0.13636363636363635,17,0.7727272727272727
Dmo-Mir-962,23,5,0.21739130434782608,18,0.782608695652174,22,5,0.22727272727272727,15,0.6818181818181818
Dre-Mir-34-P2a,23,2,0.08695652173913043,21,0.9130434782608695,22,2,0.09090909090909091,18,0.8181818181818182
Pbv-Mir-8-P1a,22,5,0.22727272727272727,17,0.7727272727272727,23,6,0.2608695652173913,15,0.6521739130434783
Cpo-Mir-154-P1,22,6,0.2727272727272727,16,0.7272727272727273,22,5,0.22727272727272727,15,0.6818181818181818
Spt-Mir-133-P4,22,5,0.22727272727272727,17,0.7727272727272727,22,4,0.18181818181818182,16,0.7272727272727273
Aca-Mir-490,20,2,0.1,18,0.9,23,4,0.17391304347826086,17,0.7391304347826086
Cpi-Mir-96-P1,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Dmo-Mir-279-P2,22,3,0.13636363636363635,19,0.8636363636363636,23,5,0.21739130434782608,16,0.6956521739130435
Gja-Mir-19-P2a,23,3,0.13043478260869565,20,0.8695652173913043,23,2,0.08695652173913043,19,0.8260869565217391
Sha-Mir-1546-as,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Mun-Mir-101-P1-v2,22,2,0.09090909090909091,20,0.9090909090909091,22,0,0.0,20,0.9090909090909091
Dmo-Mir-2-P2a,22,3,0.13636363636363635,19,0.8636363636363636,23,3,0.13043478260869565,18,0.782608695652174
Efe-Mir-36-P9,23,4,0.17391304347826086,19,0.8260869565217391,22,4,0.18181818181818182,16,0.7272727272727273
Xla-Mir-338-P1b,25,7,0.28,18,0.72,23,4,0.17391304347826086,17,0.7391304347826086
Ete-Mir-459,24,3,0.125,21,0.875,23,4,0.17391304347826086,17,0.7391304347826086
Mmu-Mir-17-P1a,23,9,0.391304347826087,14,0.6086956521739131,23,6,0.2608695652173913,15,0.6521739130434783
Tgu-Mir-146-P2,23,1,0.043478260869565216,22,0.9565217391304348,22,2,0.09090909090909091,18,0.8181818181818182
Oan-Mir-22-P1b,22,2,0.09090909090909091,20,0.9090909090909091,22,1,0.045454545454545456,19,0.8636363636363636
Ocu-Mir-154-P2-v2,22,1,0.045454545454545456,21,0.9545454545454546,22,1,0.045454545454545456,19,0.8636363636363636
Ovu-Novel-24-v1,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Dya-Mir-962,22,4,0.18181818181818182,18,0.8181818181818182,22,6,0.2727272727272727,14,0.6363636363636364
Gja-Mir-140-P1-v2,23,4,0.17391304347826086,19,0.8260869565217391,23,2,0.08695652173913043,19,0.8260869565217391
Sto-Mir-217-v1,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Bta-Mir-362-P6,24,4,0.16666666666666666,20,0.8333333333333334,22,3,0.13636363636363635,17,0.7727272727272727
Obi-Novel-16-v1,23,3,0.13043478260869565,20,0.8695652173913043,21,1,0.047619047619047616,18,0.8571428571428571
Tca-Mir-3816-v1,23,6,0.2608695652173913,17,0.7391304347826086,23,5,0.21739130434782608,16,0.6956521739130435
Bge-Mir-252-P1,23,6,0.2608695652173913,17,0.7391304347826086,22,6,0.2727272727272727,14,0.6363636363636364
Mdo-Mir-7373-P9e,22,6,0.2727272727272727,16,0.7272727272727273,23,5,0.21739130434782608,16,0.6956521739130435
Xla-Mir-458-P2,22,7,0.3181818181818182,15,0.6818181818181818,22,6,0.2727272727272727,14,0.6363636363636364
Spu-Mir-252-P2,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Pma-Mir-140-o1,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Dsi-Mir-133,23,6,0.2608695652173913,17,0.7391304347826086,22,5,0.22727272727272727,15,0.6818181818181818
Oan-Mir-193-P2b,23,6,0.2608695652173913,17,0.7391304347826086,22,3,0.13636363636363635,17,0.7727272727272727
Xla-Mir-96-P3c-v2,22,5,0.22727272727272727,17,0.7727272727272727,22,4,0.18181818181818182,16,0.7272727272727273
Bge-Novel-1-P1,23,5,0.21739130434782608,18,0.782608695652174,23,3,0.13043478260869565,18,0.782608695652174
Asu-Novel-8,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Dre-Mir-24-P3,24,6,0.25,18,0.75,22,3,0.13636363636363635,17,0.7727272727272727
Xla-Mir-202-P4,21,2,0.09523809523809523,19,0.9047619047619048,22,3,0.13636363636363635,17,0.7727272727272727
Gga-Mir-1751,23,5,0.21739130434782608,18,0.782608695652174,23,5,0.21739130434782608,16,0.6956521739130435
Cin-Mir-4045,24,4,0.16666666666666666,20,0.8333333333333334,22,3,0.13636363636363635,17,0.7727272727272727
Dre-Mir-27-P3,24,3,0.125,21,0.875,22,1,0.045454545454545456,19,0.8636363636363636
Ami-Mir-8-P3a,21,3,0.14285714285714285,18,0.8571428571428571,22,4,0.18181818181818182,16,0.7272727272727273
Bta-Mir-6525,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Tgu-Mir-1641,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Mal-Mir-30-P1b,24,3,0.125,21,0.875,22,0,0.0,20,0.9090909090909091
Ami-Mir-126-P2-v1,22,5,0.22727272727272727,17,0.7727272727272727,22,2,0.09090909090909091,18,0.8181818181818182
Asu-Mir-36-o29-v2,24,4,0.16666666666666666,20,0.8333333333333334,23,3,0.13043478260869565,18,0.782608695652174
Mml-Mir-29-P1b-v1,24,3,0.125,21,0.875,23,2,0.08695652173913043,19,0.8260869565217391
Bta-Mir-6529,21,6,0.2857142857142857,15,0.7142857142857143,22,4,0.18181818181818182,16,0.7272727272727273
Xtr-Mir-202-P2,21,2,0.09523809523809523,19,0.9047619047619048,22,3,0.13636363636363635,17,0.7727272727272727
Mdo-Mir-1-P3,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Oan-Mir-1422-P14,21,4,0.19047619047619047,17,0.8095238095238095,21,4,0.19047619047619047,15,0.7142857142857143
Aae-Mir-9-P10a,23,4,0.17391304347826086,19,0.8260869565217391,23,6,0.2608695652173913,15,0.6521739130434783
Oan-Mir-137-P3-v1,24,4,0.16666666666666666,20,0.8333333333333334,23,4,0.17391304347826086,17,0.7391304347826086
Dre-Mir-132-P1a,22,2,0.09090909090909091,20,0.9090909090909091,22,2,0.09090909090909091,18,0.8181818181818182
Obi-Mir-2-o22e,22,4,0.18181818181818182,18,0.8181818181818182,24,4,0.16666666666666666,18,0.75
Csc-Bantam-P16,25,3,0.12,22,0.88,23,2,0.08695652173913043,19,0.8260869565217391
Dme-Mir-252-P2-v1,23,6,0.2608695652173913,17,0.7391304347826086,23,6,0.2608695652173913,15,0.6521739130434783
Mml-Mir-605-v1,22,2,0.09090909090909091,20,0.9090909090909091,22,0,0.0,20,0.9090909090909091
Gga-Mir-130-P4a,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Mml-Mir-430-P26b,22,1,0.045454545454545456,21,0.9545454545454546,22,0,0.0,20,0.9090909090909091
Mun-Mir-199-P3-v2,24,7,0.2916666666666667,17,0.7083333333333334,23,3,0.13043478260869565,18,0.782608695652174
Dno-Mir-19-P1a,21,0,0.0,21,1.0,23,4,0.17391304347826086,17,0.7391304347826086
Gja-Mir-33-P3,21,4,0.19047619047619047,17,0.8095238095238095,21,5,0.23809523809523808,14,0.6666666666666666
Cin-Mir-4017-P2b,21,4,0.19047619047619047,17,0.8095238095238095,22,3,0.13636363636363635,17,0.7727272727272727
Dsi-Mir-9-P9,24,10,0.4166666666666667,14,0.5833333333333334,22,7,0.3181818181818182,13,0.5909090909090909
Dre-Mir-29-P2b1,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Ebu-Mir-33,21,1,0.047619047619047616,20,0.9523809523809523,21,2,0.09523809523809523,17,0.8095238095238095
Cin-Mir-9,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Cfa-Mir-154-P16,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Cmi-Mir-15-P2b,23,2,0.08695652173913043,21,0.9130434782608695,24,4,0.16666666666666666,18,0.75
Dme-Mir-955,23,4,0.17391304347826086,19,0.8260869565217391,22,2,0.09090909090909091,18,0.8181818181818182
Rno-Mir-190-P1d,24,3,0.125,21,0.875,23,2,0.08695652173913043,19,0.8260869565217391
Ovu-Novel-5,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Gga-Mir-144,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Aca-Mir-30-P1d,24,3,0.125,21,0.875,22,0,0.0,20,0.9090909090909091
Cli-Mir-34-P3b,25,7,0.28,18,0.72,20,2,0.1,16,0.8
Mml-Mir-34-P2a,23,4,0.17391304347826086,19,0.8260869565217391,22,5,0.22727272727272727,15,0.6818181818181818
Dme-Mir-929,22,3,0.13636363636363635,19,0.8636363636363636,22,3,0.13636363636363635,17,0.7727272727272727
Sko-Mir-210,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Ocu-Mir-30-P2d,24,6,0.25,18,0.75,22,4,0.18181818181818182,16,0.7272727272727273
Hsa-Mir-149,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Aae-Mir-971,22,3,0.13636363636363635,19,0.8636363636363636,23,4,0.17391304347826086,17,0.7391304347826086
Cfa-Mir-92-P2c,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Cpo-Mir-459,24,4,0.16666666666666666,20,0.8333333333333334,23,4,0.17391304347826086,17,0.7391304347826086
Sha-Novel-11-P4,23,4,0.17391304347826086,19,0.8260869565217391,22,2,0.09090909090909091,18,0.8181818181818182
Hsa-Mir-153-P2,22,1,0.045454545454545456,21,0.9545454545454546,22,3,0.13636363636363635,17,0.7727272727272727
Cmi-Mir-7-P4,24,4,0.16666666666666666,20,0.8333333333333334,22,1,0.045454545454545456,19,0.8636363636363636
Dya-Mir-2-P6c,23,3,0.13043478260869565,20,0.8695652173913043,22,2,0.09090909090909091,18,0.8181818181818182
Cpi-Mir-221-P1a,23,3,0.13043478260869565,20,0.8695652173913043,24,4,0.16666666666666666,18,0.75
Lgi-Mir-96-P1h,23,5,0.21739130434782608,18,0.782608695652174,22,2,0.09090909090909091,18,0.8181818181818182
Dre-Mir-133-P2b-v2,21,6,0.2857142857142857,15,0.7142857142857143,21,5,0.23809523809523808,14,0.6666666666666666
Bla-Mir-92-o7,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Dsi-Mir-275,23,5,0.21739130434782608,18,0.782608695652174,23,5,0.21739130434782608,16,0.6956521739130435
Obi-Mir-2-o20-v2,23,5,0.21739130434782608,18,0.782608695652174,24,5,0.20833333333333334,17,0.7083333333333334
Mml-Mir-132-P1,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Cfa-Mir-430-P7d2,22,3,0.13636363636363635,19,0.8636363636363636,22,2,0.09090909090909091,18,0.8181818181818182
Dre-Mir-10-P1c2-v1,22,4,0.18181818181818182,18,0.8181818181818182,21,3,0.14285714285714285,16,0.7619047619047619
Loc-Mir-218-P2,22,5,0.22727272727272727,17,0.7727272727272727,22,5,0.22727272727272727,15,0.6818181818181818
Lan-Novel-1,24,2,0.08333333333333333,22,0.9166666666666666,24,2,0.08333333333333333,20,0.8333333333333334
Cpo-Mir-12081,21,2,0.09523809523809523,19,0.9047619047619048,21,4,0.19047619047619047,15,0.7142857142857143
Dma-Mir-8,22,3,0.13636363636363635,19,0.8636363636363636,23,4,0.17391304347826086,17,0.7391304347826086
Oan-Mir-1421-P23,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Gga-Mir-1805,21,3,0.14285714285714285,18,0.8571428571428571,22,2,0.09090909090909091,18,0.8181818181818182
Gja-Mir-375,24,6,0.25,18,0.75,22,4,0.18181818181818182,16,0.7272727272727273
Lpo-Mir-10-P1l-v1,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Mmu-Mir-506-P15b2,22,5,0.22727272727272727,17,0.7727272727272727,22,2,0.09090909090909091,18,0.8181818181818182
Spt-Mir-7-P4,24,3,0.125,21,0.875,22,5,0.22727272727272727,15,0.6818181818181818
Bta-Mir-216-P2b,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Dan-Mir-963,24,5,0.20833333333333334,19,0.7916666666666666,22,3,0.13636363636363635,17,0.7727272727272727
Ami-Mir-202,21,3,0.14285714285714285,18,0.8571428571428571,22,3,0.13636363636363635,17,0.7727272727272727
Sko-Mir-133-v2,22,6,0.2727272727272727,16,0.7272727272727273,22,7,0.3181818181818182,13,0.5909090909090909
Cte-Mir-252-P1,22,4,0.18181818181818182,18,0.8181818181818182,21,4,0.19047619047619047,15,0.7142857142857143
Bla-Mir-193-P1f1,22,7,0.3181818181818182,15,0.6818181818181818,22,6,0.2727272727272727,14,0.6363636363636364
Cte-Mir-1,23,5,0.21739130434782608,18,0.782608695652174,22,4,0.18181818181818182,16,0.7272727272727273
Xla-Mir-92-P2d3,21,4,0.19047619047619047,17,0.8095238095238095,21,2,0.09523809523809523,17,0.8095238095238095
Lpo-Mir-2-P2g,22,4,0.18181818181818182,18,0.8181818181818182,22,4,0.18181818181818182,16,0.7272727272727273
Hsa-Mir-430-P16,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Mal-Mir-551-P2,23,8,0.34782608695652173,15,0.6521739130434783,21,4,0.19047619047619047,15,0.7142857142857143
Mmu-Mir-138-P2,23,5,0.21739130434782608,18,0.782608695652174,21,3,0.14285714285714285,16,0.7619047619047619
Xtr-Mir-191,23,5,0.21739130434782608,18,0.782608695652174,22,5,0.22727272727272727,15,0.6818181818181818
Hme-Mir-10-P4,24,4,0.16666666666666666,20,0.8333333333333334,23,4,0.17391304347826086,17,0.7391304347826086
Mmu-Mir-700,23,5,0.21739130434782608,18,0.782608695652174,21,3,0.14285714285714285,16,0.7619047619047619
Xla-Novel-1-P2,22,2,0.09090909090909091,20,0.9090909090909091,22,7,0.3181818181818182,13,0.5909090909090909
Cpi-Mir-9592,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Sha-Mir-7394-P2,21,4,0.19047619047619047,17,0.8095238095238095,22,5,0.22727272727272727,15,0.6818181818181818
Mal-Mir-30-P1a,24,4,0.16666666666666666,20,0.8333333333333334,22,3,0.13636363636363635,17,0.7727272727272727
Rno-Mir-154-P4-o1,23,5,0.21739130434782608,18,0.782608695652174,22,3,0.13636363636363635,17,0.7727272727272727
Cgi-Mir-184-P15g1,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Pbv-Mir-9-P4,23,4,0.17391304347826086,19,0.8260869565217391,23,5,0.21739130434782608,16,0.6956521739130435
Cel-Mir-231,22,3,0.13636363636363635,19,0.8636363636363636,24,5,0.20833333333333334,17,0.7083333333333334
Spt-Mir-1677-P7,22,2,0.09090909090909091,20,0.9090909090909091,21,3,0.14285714285714285,16,0.7619047619047619
Dmo-Mir-9-P9,24,9,0.375,15,0.625,22,7,0.3181818181818182,13,0.5909090909090909
Ami-Mir-217-v2,23,4,0.17391304347826086,19,0.8260869565217391,22,3,0.13636363636363635,17,0.7727272727272727
Tni-Mir-181-P1a1,25,5,0.2,20,0.8,22,3,0.13636363636363635,17,0.7727272727272727
Cfa-Novel-14,23,4,0.17391304347826086,19,0.8260869565217391,24,5,0.20833333333333334,17,0.7083333333333334
Cpo-Mir-27-P3,22,4,0.18181818181818182,18,0.8181818181818182,21,3,0.14285714285714285,16,0.7619047619047619
Cmi-Mir-8-P2a,22,2,0.09090909090909091,20,0.9090909090909091,23,2,0.08695652173913043,19,0.8260869565217391
Cpo-Mir-193-P2b,23,6,0.2608695652173913,17,0.7391304347826086,22,3,0.13636363636363635,17,0.7727272727272727
Ocu-Mir-187,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
Sha-Mir-7371-o25,22,2,0.09090909090909091,20,0.9090909090909091,22,3,0.13636363636363635,17,0.7727272727272727
Dno-Mir-142-P1-v4,22,2,0.09090909090909091,20,0.9090909090909091,20,1,0.05,17,0.85
Mml-Mir-339,23,6,0.2608695652173913,17,0.7391304347826086,23,7,0.30434782608695654,14,0.6086956521739131
Aca-Mir-203-v2,22,3,0.13636363636363635,19,0.8636363636363636,21,3,0.14285714285714285,16,0.7619047619047619
Rno-Mir-7-P1,24,5,0.20833333333333334,19,0.7916666666666666,22,4,0.18181818181818182,16,0.7272727272727273
Bla-Mir-4872-P13,22,1,0.045454545454545456,21,0.9545454545454546,22,2,0.09090909090909091,18,0.8181818181818182
Cte-Mir-2000,22,4,0.18181818181818182,18,0.8181818181818182,22,5,0.22727272727272727,15,0.6818181818181818
Isc-Mir-71,23,3,0.13043478260869565,20,0.8695652173913043,22,3,0.13636363636363635,17,0.7727272727272727
Mmu-Mir-370,22,7,0.3181818181818182,15,0.6818181818181818,22,6,0.2727272727272727,14,0.6363636363636364
Dme-Mir-2501,23,6,0.2608695652173913,17,0.7391304347826086,22,4,0.18181818181818182,16,0.7272727272727273
Gmo-Let-7-P1c2,22,3,0.13636363636363635,19,0.8636363636363636,22,4,0.18181818181818182,16,0.7272727272727273
Ocu-Mir-7-P1,24,5,0.20833333333333334,19,0.7916666666666666,22,4,0.18181818181818182,16,0.7272727272727273
Efe-Mir-87-o14,25,7,0.28,18,0.72,22,3,0.13636363636363635,17,0.7727272727272727
Tni-Mir-29-P1d1,22,5,0.22727272727272727,17,0.7727272727272727,22,3,0.13636363636363635,17,0.7727272727272727
Gmo-Mir-11228,21,2,0.09523809523809523,19,0.9047619047619048,21,1,0.047619047619047616,18,0.8571428571428571
Spt-Mir-218-P2,21,4,0.19047619047619047,17,0.8095238095238095,21,3,0.14285714285714285,16,0.7619047619047619
Dan-Novel-11,22,3,0.13636363636363635,19,0.8636363636363636,21,1,0.047619047619047616,18,0.8571428571428571
Ocu-Mir-154-P20-v1,22,4,0.18181818181818182,18,0.8181818181818182,22,3,0.13636363636363635,17,0.7727272727272727
