,G,Y,m
Efe-Mir-2707-v2,0,0,0
Mal-Novel-6,0,1,0
Mal-Mir-723-P1b,0,0,0
Dsi-Mir-987,0,0,0
Ocu-Mir-218-P4,0,0,0
Tni-Mir-9-P4b,0,0,0
Ocu-Mir-188-P1,0,1,0
Bta-Mir-96-P3-v1,1,1,0
Sha-Mir-7371-o10,0,0,0
Lpo-Mir-317-P12,1,1,0
Bla-Mir-210,0,1,0
Sha-Novel-3,0,1,0
Tgu-Mir-135-P1,0,0,0
Mal-Mir-181-P1b2,0,0,0
Dmo-Mir-2-P4b-v2,0,1,0
Csc-Mir-193-P1u,0,1,0
Tgu-Mir-17-P2c,0,1,0
Bge-Mir-927-P2-v2,0,1,0
Dya-Mir-133,0,1,0
Mmu-Mir-199-P2-v1,0,0,0
Ete-Mir-101-P2-v1,1,1,0
Tni-Mir-124-P4-v2,0,1,0
Xla-Mir-1329-P1,0,1,0
Cgi-Mir-184-P15e1,0,1,0
Mmu-Mir-10-P3c,0,0,0
Sha-Mir-7371-o6,0,0,0
Lpo-Mir-2-P1h,0,1,1
Lch-Mir-92-P1a,1,1,0
Efe-Mir-1992-P3,0,1,0
Gmo-Mir-129-P2a,1,0,0
Loc-Mir-10-P1c-v1,0,0,0
Isc-Mir-1,0,1,0
Npo-Mir-2001,0,1,0
Bta-Mir-10-P3c,0,0,0
Obi-Mir-29-P1,0,1,0
Mdo-Mir-1544-P2i,0,1,0
Mal-Mir-30-P2b,1,1,0
Rno-Mir-506-P18,1,1,0
Mmu-Mir-135-P1,0,0,0
Cfa-Mir-8-P3a,0,1,0
Cli-Let-7-P2a2,0,1,0
Ami-Mir-124-P2-v1,0,1,0
Gga-Mir-147,0,0,0
Loc-Mir-7-P4,0,1,0
Dan-Mir-9-P12-v1,0,1,0
Mdo-Mir-7313,0,0,0
Cli-Mir-9631,1,1,0
Sha-Mir-145,1,0,0
Tgu-Mir-34-P3a,0,1,0
Esc-Novel-57,0,1,0
Gja-Mir-132-P2,1,1,0
Rno-Mir-431,1,1,0
Mml-Mir-9851,1,1,0
Rno-Mir-875,0,1,0
Cli-Mir-193-P2a,0,1,1
Oan-Mir-1421-P41,0,1,0
Oan-Mir-130-P1a,1,1,0
Mun-Mir-30-P1b,1,1,0
Lch-Mir-140-P2,0,1,0
Pfl-Mir-103,0,1,0
Ete-Mir-10-P1b-v1,0,0,0
Ete-Mir-375,0,1,0
Mal-Mir-29-P2d1,0,1,0
Gga-Mir-96-P3-v2,0,0,0
Sha-Mir-2970,0,0,0
Dpu-Mir-252-P2-v2,0,1,0
Dre-Mir-338-P1,0,1,0
Cbr-Mir-2222-P1b,0,1,1
Xtr-Novel-7,1,1,0
Bta-Mir-135-P4,0,0,0
Pfl-Mir-4828-P4,0,0,1
Xtr-Mir-30-P1a,1,1,0
Dpu-Novel-8,1,0,0
Sme-Mir-31-P19,0,0,0
Lan-Mir-31-P7,0,0,0
Gga-Mir-148-P1,1,1,0
Lch-Mir-24-P1,0,1,0
Cpi-Mir-130-P2b,1,1,0
Dya-Mir-9-P12-v2,0,0,0
Efe-Mir-87-o16,1,0,0
Dan-Novel-9,0,1,0
Efe-Mir-1990-P2,0,1,0
Xtr-Mir-190-P3,1,0,0
Cel-Mir-255,0,0,0
Mmu-Let-7-P2b3,0,1,1
Bta-Mir-432,0,0,0
Mml-Mir-1296,1,0,0
Tni-Mir-184-P2,0,1,0
Lch-Mir-27-P2,1,1,0
Cbr-Mir-248-v2,1,1,0
Hsa-Mir-34-P3b,1,1,0
Tni-Mir-728-P2,1,1,0
Gmo-Mir-724-P1-v1,0,1,0
Mml-Mir-769,1,1,0
Cfa-Mir-452-v2,0,1,0
Ete-Mir-8-P1b,0,1,0
Ami-Mir-19-P1a,0,1,1
Ocu-Mir-95-P3-v1,0,1,0
Hsa-Mir-30-P2d,1,1,0
Xtr-Mir-142-P1b-v4,0,0,0
Cgi-Mir-87-P2,1,0,0
Mal-Mir-725,0,1,0
Efe-Mir-2000-P2,0,0,0
Cpo-Mir-350,1,1,0
Efe-Mir-10-P1j,0,1,0
Dpu-Mir-7-P9,0,1,0
Oan-Mir-139,0,1,0
Bta-Mir-15-P1c,0,1,0
Bta-Mir-34-P3b,1,1,0
Rno-Mir-199-P1-v1,0,0,0
Loc-Mir-727-P3-v1,0,1,0
Tca-Mir-3851-P7,0,1,0
Sme-Mir-153,1,1,0
Asu-Mir-22-P2,0,0,0
Hsa-Mir-181-P1c,0,0,0
Dre-Mir-139,0,1,0
Isc-Mir-281,0,1,0
Dno-Mir-154-P23,0,1,0
Cbr-Mir-788-v1,0,0,0
Dre-Mir-29-P1d2,0,1,0
Ami-Mir-214-v2,1,1,0
Mml-Let-7-P2c2,0,1,1
Dre-Mir-10-P3c1,0,0,0
Aae-Iab-4-P1,0,0,0
Xtr-Mir-430-o5b,1,0,1
Cpi-Mir-196-P4,0,1,0
Gja-Mir-101-P2-v1,1,1,0
Cel-Mir-133,0,0,0
Cbr-Mir-2222-P2a,0,1,0
Mal-Mir-96-P3b-v1,1,1,0
Mdo-Mir-30-P2d,1,1,0
Gja-Mir-219-P3,1,0,0
Dya-Mir-4969,0,1,0
Cmi-Mir-19-P1a-v1,0,1,0
Dre-Mir-26-P2a,1,1,0
Dme-Mir-9-P9,0,0,0
Hme-Mir-1,0,1,0
Ocu-Let-7-P2c1,0,1,0
Csc-Mir-184-P24,0,1,0
Bta-Mir-374-P2,0,1,0
Xla-Mir-142-P1b2-v3,0,1,0
Lch-Mir-221-P1b,0,0,0
Mmu-Mir-192-P2,1,1,0
Ami-Mir-1677-o4,1,1,0
Cfa-Mir-139,0,1,0
Bta-Mir-452-v1,0,1,0
Cmi-Let-7-P2a4,0,1,0
Rno-Mir-1912,0,1,0
Loc-Mir-130-P2b,1,1,0
Lpo-Mir-216-P2i,0,1,0
Pbv-Mir-129-P2,1,0,0
Pfl-Mir-29-P1,0,1,0
Mml-Mir-140-P1-v2,0,1,0
Mdo-Mir-17-P1c,0,0,0
Asu-Mir-36-o27,0,1,0
Ocu-Mir-154-P5,1,0,0
Ocu-Mir-26-P2,1,1,0
Cel-Mir-137,0,1,0
Gga-Let-7-P1c,0,1,0
Dno-Mir-1271,1,0,0
Spu-Mir-92-o14,0,1,0
Cpo-Mir-208-P1,0,0,0
Cpo-Mir-8-P3a,0,1,0
Ete-Mir-214-v1,0,0,0
Lan-Mir-33-P10,0,0,0
Bta-Mir-15-P2c,0,0,1
Ovu-Novel-69-P2,0,0,0
Obi-Novel-17,0,1,0
Ocu-Mir-17-P4c,0,0,0
Hvu-Novel-10,1,1,0
Cpo-Mir-10-P1b-v1,0,0,0
Mdo-Mir-7385-P1b,1,0,0
Cel-Mir-70,1,1,1
Xla-Mir-430-o5r,1,0,1
Cin-Mir-4031,0,0,1
Bla-Mir-33-P6,1,1,0
Ete-Mir-505-v2,0,0,0
Ami-Mir-10-P1c-v2,0,1,0
Aae-Mir-133,0,1,0
Bla-Mir-129-P8b,1,0,1
Cpi-Mir-133-P3-v1,0,1,0
Mdo-Mir-153-P1,1,1,0
Gmo-Mir-11275,1,1,0
Npo-Mir-8,0,1,0
Tni-Mir-96-P1a,1,1,0
Xla-Mir-196-P4c-v1,1,1,0
Gmo-Mir-1-P1,0,1,0
Gga-Mir-101-P1-v2,1,0,0
Pmi-Mir-31-P3,0,0,0
Bta-Mir-196-P4,0,1,0
Ami-Mir-191,0,0,0
Cgi-Mir-184-P15a3,0,1,0
Xla-Novel-9-P1-v1,0,1,0
Dya-Mir-1003,0,1,1
Dre-Mir-8-P3a,0,1,0
Bge-Mir-9-o11-v2,0,0,0
Dre-Mir-218-P3,0,0,0
Aca-Mir-193-P2b,0,1,0
Rno-Mir-320,1,0,0
Dme-Mir-991,0,1,0
Bla-Mir-71,0,1,1
Cpi-Mir-155,0,1,0
Bta-Mir-181-P1a,0,0,0
Loc-Mir-155,0,1,0
Loc-Novel-6,1,1,0
Cpo-Mir-142-P1-v1,1,1,0
Loc-Mir-208-P1d,0,0,0
Mmu-Mir-124-P1-v2,0,1,0
Mdo-Mir-7360-P3a,0,0,0
Dno-Mir-154-P5,1,0,0
Hsa-Mir-550-P2a,1,1,1
Bfl-Mir-1,0,1,0
Cin-Mir-1502-P3,0,1,0
Cmi-Mir-219-P3,1,0,0
Hsa-Mir-489-v2,1,1,0
Spu-Mir-4847,0,0,0
Cpo-Mir-7-P2,0,1,0
Hme-Mir-3327,0,0,0
Rno-Mir-15-P1c4,0,1,0
Mdo-Mir-2970,0,1,0
Pbv-Mir-92-P1d,0,1,0
Bla-Mir-193-P1i2,0,1,1
Gmo-Mir-11937,0,0,0
Cpi-Mir-214-v2,1,1,0
Cfa-Mir-1343,0,1,1
Mal-Mir-29-P1d2-v1,0,1,1
Rno-Mir-1271,1,0,0
Mal-Mir-196-P4a,0,1,0
Oan-Mir-143,0,1,0
Bta-Mir-29-P1d8-v1,0,1,0
Aae-Mir-124,0,1,0
Cbr-Mir-7595-P2b,0,1,0
Sha-Mir-7371-o8,0,0,0
Tca-Mir-3-P12a,0,1,0
Mdo-Mir-7371-P33,0,0,0
Dme-Mir-124,0,1,0
Pbv-Mir-199-P2-v3,0,1,0
Aca-Mir-181-P2a,0,0,0
Cfa-Mir-154-P15,0,0,0
Cfa-Mir-101-P1-v1,1,1,0
Tca-Mir-315,1,1,0
Lpo-Mir-1-P17,0,1,0
Ovu-Mir-29-P1,0,1,0
Mun-Mir-139,0,1,0
Mmu-Mir-10-P2b,0,1,0
Ocu-Mir-1251,1,1,0
Xla-Mir-30-P1b1,1,1,0
Cmi-Mir-142-P1-v4,0,0,0
Xla-Mir-148-P4a,1,1,0
Cbr-Mir-190,0,1,0
Sha-Mir-148-P3,1,1,1
Aae-Mir-929-P1,0,1,0
Ocu-Mir-320,1,0,0
Pbv-Mir-202,0,0,0
Dno-Mir-342,1,1,0
Efe-Mir-193-P2c-v2,1,0,0
Gga-Mir-190-P3,0,0,0
Lch-Mir-92-P2d,1,1,0
Hsa-Mir-28-P2,0,1,0
Xbo-Novel-3,0,1,0
Xla-Mir-10-P1b4-v2,0,0,0
Hsa-Mir-1-P3,0,1,0
Tca-Mir-3-P4,0,1,0
Ovu-Novel-87-v1,1,1,0
Bta-Mir-21,1,1,0
Mmu-Mir-34-P2b,0,0,0
Mmu-Mir-362-P3,0,0,1
Lgi-Mir-124-P14,0,1,0
Dan-Mir-3-P2,0,0,1
Pbv-Mir-30-P2b,1,1,0
Oan-Mir-1421-P29b,0,1,0
Ocu-Mir-145,1,0,0
Gja-Mir-551-P1,1,0,0
Pma-Mir-202-P6,1,1,0
Xtr-Mir-430-o5d2,1,0,1
Mal-Mir-203-P2-v2,1,1,0
Cmi-Mir-4541,0,1,0
Tni-Mir-199-P3-v1,0,0,0
Npo-Mir-375,0,1,0
Gmo-Mir-205-P4a,0,0,0
Mdo-Mir-135-P2,0,0,0
Dre-Mir-194-P2a,1,1,0
Cmi-Mir-10-P1d-v2,0,0,0
Dre-Mir-193-P2b2,0,1,0
Lgi-Mir-29-P2,0,1,0
Bge-Novel-8,1,1,0
Dmo-Mir-962,1,0,0
Dre-Mir-34-P2a,0,0,0
Pbv-Mir-8-P1a,0,1,0
Cpo-Mir-154-P1,1,0,0
Spt-Mir-133-P4,0,1,0
Aca-Mir-490,0,1,1
Cpi-Mir-96-P1,1,1,0
Dmo-Mir-279-P2,1,1,0
Gja-Mir-19-P2a,0,1,0
Sha-Mir-1546-as,0,1,0
Mun-Mir-101-P1-v2,1,0,0
Dmo-Mir-2-P2a,0,1,1
Efe-Mir-36-P9,0,1,0
Xla-Mir-338-P1b,0,1,0
Ete-Mir-459,0,0,0
Mmu-Mir-17-P1a,0,0,0
Tgu-Mir-146-P2,0,0,0
Oan-Mir-22-P1b,0,0,0
Ocu-Mir-154-P2-v2,0,0,0
Ovu-Novel-24-v1,0,1,0
Dya-Mir-962,0,1,0
Gja-Mir-140-P1-v2,0,1,0
Sto-Mir-217-v1,0,1,0
Bta-Mir-362-P6,0,0,1
Obi-Novel-16-v1,1,1,0
Tca-Mir-3816-v1,0,1,0
Bge-Mir-252-P1,0,0,0
Mdo-Mir-7373-P9e,0,0,0
Xla-Mir-458-P2,0,0,0
Spu-Mir-252-P2,0,1,0
Pma-Mir-140-o1,0,0,0
Dsi-Mir-133,0,1,0
Oan-Mir-193-P2b,0,1,0
Xla-Mir-96-P3c-v2,0,0,0
Bge-Novel-1-P1,1,1,0
Asu-Novel-8,0,1,1
Dre-Mir-24-P3,0,1,0
Xla-Mir-202-P4,0,0,0
Gga-Mir-1751,1,0,0
Cin-Mir-4045,0,1,0
Dre-Mir-27-P3,1,1,0
Ami-Mir-8-P3a,0,1,0
Bta-Mir-6525,1,1,0
Tgu-Mir-1641,0,1,0
Mal-Mir-30-P1b,1,1,0
Ami-Mir-126-P2-v1,0,1,0
Asu-Mir-36-o29-v2,0,1,0
Mml-Mir-29-P1b-v1,0,1,0
Bta-Mir-6529,1,1,0
Xtr-Mir-202-P2,0,0,0
Mdo-Mir-1-P3,0,1,0
Oan-Mir-1422-P14,1,0,0
Aae-Mir-9-P10a,0,0,0
Oan-Mir-137-P3-v1,1,1,0
Dre-Mir-132-P1a,1,1,0
Obi-Mir-2-o22e,0,1,0
Csc-Bantam-P16,0,1,0
Dme-Mir-252-P2-v1,0,1,0
Mml-Mir-605-v1,1,0,0
Gga-Mir-130-P4a,1,1,0
Mml-Mir-430-P26b,1,0,0
Mun-Mir-199-P3-v2,1,1,0
Dno-Mir-19-P1a,0,1,1
Gja-Mir-33-P3,1,1,0
Cin-Mir-4017-P2b,0,1,0
Dsi-Mir-9-P9,0,0,0
Dre-Mir-29-P2b1,0,1,0
Ebu-Mir-33,1,1,0
Cin-Mir-9,0,1,0
Cfa-Mir-154-P16,1,0,0
Cmi-Mir-15-P2b,0,0,0
Dme-Mir-955,1,1,0
Rno-Mir-190-P1d,0,0,0
Ovu-Novel-5,0,0,0
Gga-Mir-144,0,1,0
Aca-Mir-30-P1d,1,1,0
Cli-Mir-34-P3b,0,0,0
Mml-Mir-34-P2a,0,0,0
Dme-Mir-929,0,1,0
Sko-Mir-210,1,1,0
Ocu-Mir-30-P2d,1,1,0
Hsa-Mir-149,1,0,0
Aae-Mir-971,0,1,0
Cfa-Mir-92-P2c,0,0,0
Cpo-Mir-459,0,0,0
Sha-Novel-11-P4,1,1,0
Hsa-Mir-153-P2,1,1,0
Cmi-Mir-7-P4,0,1,0
Dya-Mir-2-P6c,0,1,0
Cpi-Mir-221-P1a,0,0,1
Lgi-Mir-96-P1h,1,0,0
Dre-Mir-133-P2b-v2,0,1,0
Bla-Mir-92-o7,1,1,0
Dsi-Mir-275,1,1,0
Obi-Mir-2-o20-v2,0,1,0
Mml-Mir-132-P1,1,1,0
Cfa-Mir-430-P7d2,1,0,0
Dre-Mir-10-P1c2-v1,0,0,0
Loc-Mir-218-P2,0,1,0
Lan-Novel-1,0,1,0
Cpo-Mir-12081,1,1,0
Dma-Mir-8,0,1,0
Oan-Mir-1421-P23,0,1,0
Gga-Mir-1805,0,1,0
Gja-Mir-375,0,1,0
Lpo-Mir-10-P1l-v1,0,1,0
Mmu-Mir-506-P15b2,0,0,0
Spt-Mir-7-P4,0,1,0
Bta-Mir-216-P2b,0,1,0
Dan-Mir-963,0,0,0
Ami-Mir-202,0,0,0
Sko-Mir-133-v2,0,1,0
Cte-Mir-252-P1,0,1,0
Bla-Mir-193-P1f1,0,1,1
Cte-Mir-1,0,1,0
Xla-Mir-92-P2d3,1,1,0
Lpo-Mir-2-P2g,0,1,0
Hsa-Mir-430-P16,1,0,0
Mal-Mir-551-P2,1,0,0
Mmu-Mir-138-P2,1,0,0
Xtr-Mir-191,0,0,0
Hme-Mir-10-P4,0,0,0
Mmu-Mir-700,1,1,0
Xla-Novel-1-P2,1,0,0
Cpi-Mir-9592,1,0,0
Sha-Mir-7394-P2,0,1,0
Mal-Mir-30-P1a,1,1,0
Rno-Mir-154-P4-o1,0,0,0
Cgi-Mir-184-P15g1,0,1,0
Pbv-Mir-9-P4,0,0,0
Cel-Mir-231,0,1,0
Spt-Mir-1677-P7,0,0,0
Dmo-Mir-9-P9,0,0,0
Ami-Mir-217-v2,0,0,0
Tni-Mir-181-P1a1,0,0,0
Cfa-Novel-14,0,1,0
Cpo-Mir-27-P3,1,1,0
Cmi-Mir-8-P2a,0,1,0
Cpo-Mir-193-P2b,0,1,0
Ocu-Mir-187,0,1,0
Sha-Mir-7371-o25,0,0,0
Dno-Mir-142-P1-v4,0,0,0
Mml-Mir-339,1,1,0
Aca-Mir-203-v2,1,1,0
Rno-Mir-7-P1,0,1,0
Bla-Mir-4872-P13,0,0,0
Cte-Mir-2000,0,0,0
Isc-Mir-71,0,1,0
Mmu-Mir-370,0,0,1
Dme-Mir-2501,0,0,0
Gmo-Let-7-P1c2,0,1,0
Ocu-Mir-7-P1,0,1,0
Efe-Mir-87-o14,1,0,0
Tni-Mir-29-P1d1,0,1,0
Gmo-Mir-11228,0,1,0
Spt-Mir-218-P2,0,0,0
Dan-Novel-11,0,0,0
Ocu-Mir-154-P20-v1,0,1,0
Cfa-Mir-430-P1,1,1,0
Ocu-Mir-544,1,0,1
Gga-Mir-1-P4,0,1,0
Mal-Mir-10-P1d1-v1,0,0,0
Mal-Mir-139,0,1,0
Aca-Mir-29-P2b,0,1,0
Cgi-Mir-315-v1,1,1,0
Mml-Mir-193-P2b,0,1,0
Hsa-Mir-3180-P2,1,1,0
Dre-Mir-375-P1,0,1,0
Lan-Mir-2-o77b,0,1,1
Mmu-Mir-9-P3,0,0,0
Sha-Mir-210,0,1,0
Xtr-Mir-1-P3,0,1,0
Pma-Mir-10-P3o1,0,0,0
Dre-Mir-430-o2c1,1,0,0
Dan-Mir-33,1,1,0
Bta-Mir-1306,1,0,0
Cpo-Mir-430-P1,1,1,0
Cli-Mir-144-v2,0,1,0
Tni-Mir-128-P1,0,1,0
Dno-Mir-24-P3,0,1,0
Ebu-Mir-1329,0,0,0
Cpo-Mir-154-P26,1,1,1
Hsa-Mir-561,1,1,0
Bla-Mir-4872-P15,0,0,0
Xtr-Mir-458,0,0,0
Sha-Mir-7371-o9,0,0,0
Mdo-Mir-7371-P22,0,0,0
Efe-Mir-2690-P2,1,1,0
Gja-Mir-24-P3,0,1,0
Aca-Mir-146-P1,0,0,0
Mdo-Mir-33-P3,1,1,0
Xtr-Mir-92-P1a,1,1,0
Sme-Mir-278,0,1,0
Cel-Mir-248-v2,0,1,0
Dre-Mir-722-P2-v1,0,1,0
Cli-Mir-455,0,0,0
Lpo-Mir-5305-P1,0,1,0
Mmu-Mir-33-P3,1,1,0
Mdo-Mir-7262-P5,0,0,0
Bta-Mir-185,0,0,0
Bla-Mir-4865-v1,0,1,0
Lpo-Mir-277-P13,1,1,0
Sto-Mir-10-P1b-v1,0,1,0
Ocu-Let-7-P2a2,0,1,0
Rno-Mir-374-P2,0,1,0
Dre-Mir-430-o1b1,1,1,1
Aca-Mir-199-P2-v1,0,0,0
Mmu-Mir-28-P1,0,1,1
Dsi-Iab-4,0,0,0
Xla-Mir-181-P1a3,0,0,0
Cli-Let-7-P2c2,0,1,1
Hsa-Mir-148-P4,1,1,0
Hsa-Mir-320-P3,1,0,0
Cmi-Let-7-P2c2,0,1,1
Cfa-Mir-196-P1,0,1,0
Mdo-Mir-12337,1,1,0
Cpi-Mir-133-P2-v2,0,1,0
Rno-Mir-29-P1d6-v2,0,1,0
Dre-Mir-489-v2,1,1,0
Mmu-Mir-430-P1,1,1,0
Oan-Mir-2188,1,0,0
Cfa-Mir-128-P2,0,1,0
Tgu-Mir-190-P1,0,0,0
Efe-Mir-1992-P4,0,1,0
Xla-Mir-2970-P2,0,1,0
Tgu-Mir-130-P2b,1,1,0
Xla-Let-7-P1b4,0,1,0
Obi-Mir-87-o6,1,0,0
Lpo-Iab-4-P4,0,0,0
Dre-Mir-499-P1,1,0,0
Xbo-Mir-124,0,1,0
Hsa-Mir-135-P4,0,0,0
Ocu-Mir-337-as,0,0,0
Lch-Mir-194-P1,0,1,0
Ete-Mir-541,1,1,0
Mmu-Mir-345,0,1,0
Oan-Mir-15-P2a,0,1,0
Dan-Mir-964,0,0,0
Ami-Mir-133-P1-v2,0,1,0
Rno-Mir-142-P1-v2,0,0,0
Gga-Mir-1736,0,0,0
Xla-Mir-133-P3b-v2,0,1,0
Aae-Mir-277,1,1,0
Cpo-Let-7-P2a2,0,1,0
Bta-Mir-1301,1,1,0
Mml-Mir-376-P4,0,0,0
Dre-Mir-218-P4-v2,0,1,0
Xla-Mir-456-P1,1,1,0
Bla-Mir-4872-P30a,0,1,0
Loc-Mir-143,0,1,0
Dno-Mir-208-P1,0,0,0
Ocu-Mir-15-P1c,0,1,0
Ete-Mir-96-P3-v2,0,0,0
Ocu-Mir-208-P1,0,0,0
Mdo-Mir-1541,0,1,0
Cbr-Mir-92-o68,0,1,0
Hsa-Mir-3173,0,0,0
Tni-Mir-153-P2a,1,1,0
Mdo-Mir-875,0,1,0
Esc-Mir-2-o22i,0,1,0
Dre-Mir-214-P1-v1,0,0,0
Mal-Let-7-P2b3a,0,1,1
Cmi-Mir-17-P1a,0,0,0
Tca-Mir-96-P3,0,1,0
Aae-Mir-29-P2h,1,1,0
Pma-Mir-33-o2,1,1,0
Lpo-Mir-184-P23,0,1,0
Aca-Mir-499,1,0,0
Tni-Mir-142-P2-v2,0,0,0
Csc-Mir-22-P2,0,1,0
Lpo-Mir-1-P13,0,1,0
Mdo-Mir-15-P2c-v1,0,1,0
Dya-Mir-9-P9,0,0,0
Dan-Mir-2-P4a-v1,0,1,1
Dmo-Mir-975,0,0,0
Sko-Mir-8,0,1,0
Lch-Mir-130-P3c,1,1,0
Sha-Mir-103-P1,0,0,0
Bta-Mir-17-P4a,0,0,0
Sme-Mir-7-P21,0,0,0
Bta-Mir-8-P1b,0,1,0
Bta-Let-7-P2c3,0,1,0
Cbr-Mir-279-o10,1,1,1
Lan-Mir-2001-P3,1,1,0
Cgi-Mir-1175,1,1,0
Gmo-Mir-11230,1,1,0
Gmo-Mir-722-P2-v1,0,1,0
Asu-Mir-124,0,1,0
Lgi-Mir-242-P2,0,1,0
Sha-Mir-199-P3-v1,0,0,0
Xtr-Mir-196-P4,1,1,0
Cbr-Mir-36-o16,0,1,0
Loc-Mir-129-P1,1,0,0
Cte-Mir-1990-P2,0,1,0
Sha-Mir-875,0,1,0
Sha-Mir-7373-o8j,0,1,0
Dsi-Mir-92-P3,0,1,1
Ami-Mir-15-P1a,1,1,0
Dno-Mir-10-P1b-v2,0,1,0
Bge-Mir-137-P13-v2,0,1,0
Obi-Mir-315,1,1,0
Cel-Mir-10-P3m,0,0,0
Cfa-Mir-8908-P4c,0,1,0
Esc-Novel-52,0,0,0
Mml-Mir-452-v1,0,1,0
Xtr-Mir-205-P1,1,0,1
Cgi-Novel-5,0,1,0
Bla-Mir-22-o3a1a,0,1,0
Mdo-Mir-199-P2-v1,0,0,0
Hsa-Mir-181-P1a,0,0,0
Bla-Mir-103-P8,0,0,0
Cmi-Mir-203-P5-v2,1,1,0
Bfl-Mir-219,0,0,0
Gja-Mir-9-P2,0,0,0
Pma-Mir-29-P2o1,0,1,0
Cpo-Mir-10-P2d,0,1,0
Efe-Mir-2-o45,0,1,0
Bla-Mir-96-P2h,0,0,0
Lgi-Mir-2001,1,1,0
Sha-Mir-17-P4d,0,0,0
Mmu-Mir-154-P8,1,1,0
Mml-Mir-15-P2a,0,1,0
Rno-Mir-7-P2,0,1,0
Mal-Mir-132-P2a,1,1,0
Xla-Novel-9-P2-v1,0,1,0
Mdo-Mir-12325,0,1,0
Rno-Mir-506-P2,1,0,1
Mal-Mir-455-P2,0,0,0
Aca-Mir-122,0,0,0
Rno-Mir-208-P1,0,0,0
Efe-Mir-1995-P2,1,0,1
Efe-Mir-1175-P1,1,1,0
Lpo-Mir-3931-P4,0,1,1
Xla-Mir-1805-P2,0,1,0
Hsa-Mir-489-v1,0,0,0
Cfa-Mir-17-P2a,0,0,0
Cpo-Mir-129-P1,1,0,0
Mdo-Mir-1544-P2m2,0,1,0
Ebu-Mir-203-P3,1,1,0
Sha-Mir-430-o27,0,1,0
Oan-Mir-129-P2,1,0,0
Sha-Mir-142-P1-v2,0,0,0
Ete-Mir-10-P3c,0,0,0
Sto-Mir-92-P2a,1,1,0
Tgu-Mir-142-P1-v2,0,0,0
Cpo-Mir-154-P25,1,0,0
Hsa-Mir-2115,0,1,0
Gmo-Mir-7132-P1,0,1,0
Cmi-Novel-1,0,0,0
Hsa-Mir-430-P9b,0,0,0
Mdo-Mir-7373-P9b,0,0,0
Ete-Mir-744,1,1,0
Gga-Mir-1677-P6,0,1,0
Cpo-Mir-337-v1,0,1,0
Hsa-Mir-5683,0,0,0
Ami-Let-7-P2c1,0,1,0
Ami-Mir-1805,0,1,0
Dsi-Mir-184,0,1,0
Cfa-Mir-582-v1,0,0,0
Cel-Bantam-P5c,0,0,1
Tca-Mir-92-o59,0,0,1
Bge-Mir-971-v2,0,1,0
Mdo-Mir-140-P1-v2,0,1,0
Oan-Mir-221-P1b,0,0,0
Tni-Mir-26-P2b,1,1,0
Dre-Mir-10-P2d2,0,1,0
Xtr-Mir-204-P1,1,0,0
Lpo-Mir-10-P1l-v2,0,0,0
Oan-Mir-490,0,1,0
Aae-Mir-10-P3,0,0,0
Cmi-Mir-204-P1,1,0,0
Mal-Mir-216-P2b,0,1,0
Xla-Novel-21,1,0,0
Cpi-Mir-9586,1,1,1
Gmo-Let-7-P2b3b,0,1,1
Gja-Let-7-P2c2,0,1,1
Cli-Mir-101-P2-v2,1,0,0
Gmo-Mir-126-P2b-v3,0,1,1
Ebu-Mir-133-P6a-v2,0,1,0
Xla-Mir-29-P1b3,0,1,0
Bta-Mir-11995,1,0,0
Pma-Mir-203-o3-v2,1,1,0
Lch-Mir-96-P2,1,1,0
Dre-Let-7-P1b2,0,1,0
Spt-Mir-130-P2a,1,1,0
Mal-Mir-135-P1,0,0,1
Cbr-Mir-36-o8b,0,1,0
Mdo-Mir-7360-P3f,0,0,0
Rno-Mir-129-P2,1,0,0
Dno-Mir-127,0,1,0
Cgi-Mir-216-P2,0,1,0
Gja-Mir-430-P3,0,0,0
Loc-Mir-29-P1d,0,1,0
Rno-Mir-30-P1a,1,1,0
Cel-Mir-277,0,1,0
Bla-Mir-22-o3a1c,0,1,0
Spt-Let-7-P1d,0,1,0
Sto-Mir-205-P4,0,0,0
Npo-Mir-29-P2,0,1,0
Dre-Let-7-P2a1a,0,1,0
Mdo-Mir-142-P1-v1,1,1,0
Pma-Mir-133-o4-v2,0,1,0
Sha-Mir-7-P4,0,1,0
Cli-Let-7-P2b1,0,1,0
Mml-Mir-338-P2,0,1,0
Gmo-Mir-223,1,1,1
Aca-Mir-190-P3,0,0,0
Mml-Mir-219-P3,1,0,0
Esc-Novel-51,0,0,0
Dpu-Mir-7-P10,0,1,0
Cfa-Mir-17-P4c,0,0,0
Dre-Let-7-P2b4a,0,1,0
Sha-Mir-96-P3-v1,1,1,0
Xla-Mir-15-P2b2,0,1,0
Gga-Mir-204-P1,1,0,0
Tgu-Mir-184,0,1,0
Mdo-Mir-7307,0,1,0
Aca-Mir-137-P3-v2,0,1,0
Sto-Mir-9-P2,0,0,0
Bta-Mir-154-P1,1,0,0
Cpi-Mir-23-P3,0,0,0
Cpi-Mir-33-P1,1,1,0
Tca-Mir-932,0,1,0
Mmu-Mir-29-P1d-v1,0,1,0
Dme-Mir-2-P9-v2,0,1,0
Pbv-Mir-29-P2b,0,1,0
Dre-Mir-430-o2a10,1,0,0
Mml-Mir-430-P24a2,1,0,0
Bta-Mir-2355,0,0,0
Cli-Mir-430-P4,1,1,0
